,store,sido,gungu,store_address
281,남부민,부산,서구,부산 서구 남부민동 456-13(부산 서구 남부민동 456-13)
282,대신,부산,서구,부산 서구 대영로 30(부산 서구 서대신동1가 163-1)
283,명지신도시,부산,강서구,부산 강서구 명지동 3256-5(부산 강서구 명지오션시티8로30번길 26)
284,송도감천,부산,서구,"부산 서구 암남동 64-2 104호(부산 서구 감천로 271, 104호)"
285,신호,부산,강서구,부산 강서구 신호동 317-15(부산 강서구 신호산단1로 76)
286,아미부민,부산,서구,부산 서구 부민동1가 11-3(부산 서구 보수대로 99)
287,지사,부산,강서구,부산 강서구 지사동 1191-5(부산 강서구 과학산단로 334번길 8)
288,광안2호,부산,수영구,부산 수영구 광안동 168-3(부산 수영구 수영로 538)
289,망미1호,부산,수영구,부산 수영구 망미동 431-11(부산 수영구 과정로 44-11)
290,민락,부산,수영구,부산 수영구 민락동 165-15(부산 수영구 광남로 196-1)
291,수영,부산,수영구,부산 수영구 수영동 503-23(부산 수영구 수영로 735)
292,거제법조,부산,연제구,부산 연제구 거제동 986-5(부산 연제구 아시아드대로 62)
293,시청,부산,연제구,부산 연제구 거제3동 34-19(부산 연제구 거제천로 147)
294,연산2호,부산,연제구,부산 연제구 연산4동 578-1 삼익아파트 상가 101호(부산 연제구 중앙대로 1164 삼익아파트 상가 101호)
295,연산3호,부산,연제구,부산 연제구 연산동 2133-48(부산 연제구 연수로 199 1층)
296,대교남항,부산,영도구,부산 영도구 남항동 2가 40(부산 영도구 남항로 6-1)
297,동삼,부산,영도구,부산 영도구 동삼1동 331-9(부산 영도구 동삼로 39-4)
298,봉래영선,부산,영도구,"부산 영도구 영선동1가 69-2, 69-3(부산 영도구 한결길 12)"
299,청학,부산,영도구,부산 영도구  청학동 13-14(부산 영도구 태종로 352)
300,영주대청,부산,중구,부산 중구 대청동4가 82-13(부산 중구 중구로 70-1)
301,반송,부산,해운대구,부산 해운대구 반송2동 216-150(부산 해운대구 윗반송로 51)
302,반여1호,부산,해운대구,부산 해운대구 반여동 1628-5(부산 해운대구 반여로 108)
303,송정,부산,해운대구,부산 해운대구 송정동 227-7(부산 해운대구 송정중앙로 34)
304,우동1호,부산,해운대구,부산 해운대구 우동 1090-13(부산 해운대구 해운대로 381-3)
305,재송1호,부산,해운대구,부산 해운대구 재송2동 1149-13(부산 해운대구 재반로 166)
306,재송2호,부산,해운대구,부산 해운대구 재송동 1083-1(부산 해운대구 재송1로31번길 55)
307,좌동1호,부산,해운대구,부산 해운대구 좌동 970(부산 해운대구 세실로 104)
308,좌동3호,부산,해운대구,부산 해운대구 좌동 1450  주공3단지 상가 205(부산 해운대구 청사포로 12)
309,해운대역,부산,해운대구,부산 해운대구 우동 639-4(부산 해운대구 해운대로 604)
310,감삼성당,대구,달서구,대구 달서구 감삼동 317-3(대구 달서구 장기로 186)
311,계명,대구시,남구,대구시 남구 양지로 107(대구 남구 양지로 107(대명동))
312,관음,대구,북구,대구 북구 관음동 1383-9(대구 북구 칠곡중앙대로 487)
313,구암,대구,북구,대구 북구 태전동 1074-6(대구 북구 태암남로 10)
314,금호지구,대구,북구,대구 북구 사수동 912(대구 북구 한강로 60-1)
315,남산대신,대구,중구,대구 중구 남산3동 2466-14(대구 중구 남산로 49)
316,내당,대구,서구,대구 서구 내당동 219-7(대구 서구 달구벌대로 1795-1)
317,논공,대구,달성군,대구 달성군 논공읍 북리 803-128(대구 달성군 논공읍 논공로5길 150)
318,다사,대구,달성군,대구 달성군 다사읍 죽곡리 809-1(대구 달성군 다사읍 대실역남로 10)
319,달성비산,대구,서구,"대구 서구 비산 2,3동 3-50(대구 서구 북비산로 388)"
320,대곡,대구,달서구,"대구 달서구 도원동 1442-2 1층 107호(대구 달서구 도원로 42, 1층 107호)"
321,대구혁신,대구,동구,대구 동구 각산동 1098-5 102호(대구 동구 이노밸리로46길 2 102호)
322,대명1호,대구,남구,대구 남구 대명동 1098-4(대구 남구 대명로 60-1)
323,동구청,대구,동구,대구 동구 효목1동 962-3(대구 동구 아양로 204)
324,동서변,대구,북구,대구 북구 동변동 669-4(대구 북구 동변로 91)
325,동천3지구,대구,북구,대구 북구 동천동 906-3(대구 북구 동천로 125-9)
326,동호,대구,동구,대구 동구 동호동 384-7(대구 동구 동호로 64(동호동))
327,만촌1호,대구,수성구,대구 수성구 만촌동 849-2(대구 수성구 달구벌대로 2614)
328,만촌2호,대구,수성구,대구 수성구 만촌1동 1330-12(대구 수성수 만촌로 158-1)
329,명곡,대구,달성군,대구 달성군 화원읍 명곡리 320-1(대구 달성군 화원읍 명천로 240)
330,계명,대구시,남구,대구시 남구 양지로 107(대구 남구 양지로 107(대명동))
331,대명1호,대구,남구,대구 남구 대명동 1098-4(대구 남구 대명로 60-1)
332,봉덕,대구,남구,대구 남구 봉덕동 687-32(대구 남구 중앙대로 22길 119-2)
333,앞산,대구,남구,대구 남구 대명9동 332-16(대구 남구 대명로 230)
334,이천대봉,대구,남구,대구 남구 이천동 184-9(대구 남구 대봉로38길 18)
335,감삼성당,대구,달서구,대구 달서구 감삼동 317-3(대구 달서구 장기로 186)
336,대곡,대구,달서구,"대구 달서구 도원동 1442-2 1층 107호(대구 달서구 도원로 42, 1층 107호)"
337,상인,대구,달서구,대구 달서구 상인동 1555-1(대구 달서구 상화북로 180)
338,성서,대구,달서구,대구 달서구 신당동 1763-2(대구 달서구 성서서로 357)
339,송현,대구,달서구,대구 달서구 송현1동 207-2(대구 달서구 월배로 430)
340,신월성,대구,달서구,"대구 달서구 월성동 1264번지 트럼프스타 B/D 106호(대구 달서구 조암남로 42, 트럼프스타빌딩 106호)"
341,용산,대구,달서구,대구 달서구 용산1동 954-6(대구 달서구 용산로 194)
342,용산새방,대구,달서구,대구 달서구 용산동 499-2(대구 달서구 선원로 264)
343,장기,대구,달서구,대구 달서구 장기동 566-4(대구 달서구 용산로 52)
344,진천,대구,달서구,"대구 달서구 진천동 508(대구 달서구 월배로 80(진천동,진천역대성스카이렉스아파트))"
345,논공,대구,달성군,대구 달성군 논공읍 북리 803-128(대구 달성군 논공읍 논공로5길 150)
346,다사,대구,달성군,대구 달성군 다사읍 죽곡리 809-1(대구 달성군 다사읍 대실역남로 10)
347,명곡,대구,달성군,대구 달성군 화원읍 명곡리 320-1(대구 달성군 화원읍 명천로 240)
348,서재세천,대구,달성군,대구 달성군 다사읍 서재리 423-15(대구 달성군 다사읍 서재로20길 1)
